代號,簡稱,資產類別,官方產業,大類股,市場別
7794,宏碁智新,普通股,未分類,其他/未分類,上櫃 (TPEx)
7795,長廣,普通股,金融保險業,金融保險類,上市 (TWSE)
7796,擷發科,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7797,Q Burger,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
7798,將捷,普通股,觀光餐旅,傳統產業類,興櫃 (ESM)
7799,禾榮科,普通股,光電業,電子科技類,上市 (TWSE)
7801,華芸科技,普通股,運動休閒,傳統產業類,興櫃 (ESM)
7803,雲象科技-創,普通股,光電業,電子科技類,上市 (TWSE)
7805,威聯通,普通股,未分類,其他/未分類,上櫃 (TPEx)
7806,精華生醫,普通股,食品工業,傳統產業類,興櫃 (ESM)
7808,訊聯智藥,普通股,光電業,電子科技類,興櫃 (ESM)
7810,捷創科技,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
7811,民盛,普通股,未分類,其他/未分類,上櫃 (TPEx)
7812,稜研科技*,普通股,其他電子業,電子科技類,興櫃 (ESM)
7813,宇辰系統,普通股,居家生活,傳統產業類,興櫃 (ESM)
7814,海昌生技,普通股,光電業,電子科技類,興櫃 (ESM)
7815,新特,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7816,來穎,普通股,金融保險業,金融保險類,興櫃 (ESM)
7818,溢泰實業,普通股,綠能環保,政策綠能類,上市 (TWSE)
7819,精誠金融,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
7820,立盈,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
7821,神數,普通股,建材營造,傳統產業類,上市 (TWSE)
7822,倍利科,普通股,電子零組件業,電子科技類,上市 (TWSE)
7823,奧義賽博-KY創,普通股,未分類,其他/未分類,上市 (TWSE)
7824,智寶,普通股,半導體業,電子科技類,興櫃 (ESM)
7825,和亞智慧,普通股,居家生活,傳統產業類,興櫃 (ESM)
7826,極風雲創,普通股,未分類,其他/未分類,興櫃 (ESM)
7827,漢康-KY創,普通股,光電業,電子科技類,上市 (TWSE)
7828,創新服務,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
7829,思捷優達-KY,普通股,光電業,電子科技類,興櫃 (ESM)
7831,捷博,普通股,未分類,其他/未分類,興櫃 (ESM)
7832,智新生技*,普通股,光電業,電子科技類,興櫃 (ESM)
7833,綠岩能源,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7834,來毅數位,普通股,運動休閒,傳統產業類,興櫃 (ESM)
7836,智生活,普通股,半導體業,電子科技類,興櫃 (ESM)
7837,啟新生,普通股,光電業,電子科技類,興櫃 (ESM)
7839,達人網,普通股,未分類,其他/未分類,興櫃 (ESM)
7840,祥圃,普通股,其他業,傳統產業類,興櫃 (ESM)
7841,經貿聯網,普通股,運動休閒,傳統產業類,興櫃 (ESM)
7842,天能綠電,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
7843,英柏得,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7846,德揚,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7847,豊漁,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
7848,騏億鑫,普通股,居家生活,傳統產業類,興櫃 (ESM)
7849,旭誼,普通股,居家生活,傳統產業類,興櫃 (ESM)
7850,寶泰生醫,普通股,光電業,電子科技類,興櫃 (ESM)
7851,慧康生技*-KY,普通股,光電業,電子科技類,興櫃 (ESM)
7853,政美應用,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7854,佐茂,普通股,電子通路業,電子科技類,興櫃 (ESM)
7855,和運租車,普通股,半導體業,電子科技類,興櫃 (ESM)
7856,漢測,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7857,合水先進,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7858,芝普,普通股,電腦及週邊設備業,電子科技類,興櫃 (ESM)
7860,得生製藥,普通股,光電業,電子科技類,興櫃 (ESM)
7861,貝爾威勒,普通股,金融保險業,金融保險類,興櫃 (ESM)
7862,聚泰,普通股,紡織纖維,傳統產業類,興櫃 (ESM)
7863,中科物流,普通股,貿易百貨業,傳統產業類,興櫃 (ESM)
7865,金聯成,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7866,丹立,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7867,特力屋,普通股,未分類,其他/未分類,興櫃 (ESM)
7868,聖育,普通股,運動休閒,傳統產業類,興櫃 (ESM)
7869,宏于電機,普通股,電機機械,傳統產業類,興櫃 (ESM)
7870,聯剛科技,普通股,居家生活,傳統產業類,興櫃 (ESM)
7871,安立璽榮-KY,普通股,光電業,電子科技類,興櫃 (ESM)
7872,登豐,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7873,瑞峰,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7875,安圖斯,普通股,電子通路業,電子科技類,興櫃 (ESM)
7876,鼎晉生技,普通股,光電業,電子科技類,興櫃 (ESM)
7877,海利普,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7878,藥祇,普通股,光電業,電子科技類,興櫃 (ESM)
7879,益材科技,普通股,電機機械,傳統產業類,興櫃 (ESM)
7880,聖凰,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7881,科明,普通股,光電業,電子科技類,興櫃 (ESM)
7882,倍利創投,普通股,半導體業,電子科技類,興櫃 (ESM)
7883,饗賓,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
7885,宏羚,普通股,居家生活,傳統產業類,興櫃 (ESM)
7886,科建,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7887,宇川精材,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7888,麗寶新藥,普通股,光電業,電子科技類,興櫃 (ESM)
7889,騰勢,普通股,食品工業,傳統產業類,興櫃 (ESM)
7890,明曜科技,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7891,博研醫藥,普通股,光電業,電子科技類,興櫃 (ESM)
7892,元鈦科,普通股,電子通路業,電子科技類,興櫃 (ESM)
7893,睿信,普通股,金融保險業,金融保險類,興櫃 (ESM)
7895,元進莊,普通股,其他業,傳統產業類,興櫃 (ESM)
7896,喬越,普通股,金融保險業,金融保險類,興櫃 (ESM)
7897,禾迅綠電,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7898,乾瞻,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7899,景美,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7901,大大寬頻,普通股,其他電子業,電子科技類,興櫃 (ESM)
7902,宇越生醫*,普通股,光電業,電子科技類,興櫃 (ESM)
7904,任開數位,普通股,未分類,其他/未分類,興櫃 (ESM)
7907,錸恩帕斯,普通股,居家生活,傳統產業類,興櫃 (ESM)
7909,鈺祥,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7911,阿波羅電力,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7912,新聿科,普通股,金融保險業,金融保險類,興櫃 (ESM)
7913,通寶半導體,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7915,廌家,普通股,其他電子業,電子科技類,興櫃 (ESM)
7918,創鉅材料,普通股,電子零組件業,電子科技類,興櫃 (ESM)
7919,禾蒼,普通股,資訊服務業,電子科技類,興櫃 (ESM)
7920,瀚陽*,普通股,光電業,電子科技類,興櫃 (ESM)
7921,台普威,普通股,綠能環保,政策綠能類,興櫃 (ESM)
7922,源點*,普通股,綠能環保,政策綠能類,興櫃 (ESM)
8011,台通,普通股,其他電子業,電子科技類,上市 (TWSE)
8016,矽創,普通股,電子零組件業,電子科技類,上市 (TWSE)
8021,尖點,普通股,居家生活,傳統產業類,上市 (TWSE)
8024,佑華,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8027,鈦昇,普通股,電機機械,傳統產業類,上櫃 (TPEx)
8028,昇陽半導體,普通股,電子零組件業,電子科技類,上市 (TWSE)
8032,光菱,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
8033,雷虎,普通股,半導體業,電子科技類,上市 (TWSE)
8034,榮群,普通股,其他電子業,電子科技類,上櫃 (TPEx)
8038,長園科,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8039,台虹,普通股,金融保險業,金融保險類,上市 (TWSE)
8040,九暘,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8042,金山電,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8043,蜜望實,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8044,網家,普通股,未分類,其他/未分類,上櫃 (TPEx)
8045,達運光電,普通股,其他電子業,電子科技類,上市 (TWSE)
8046,南電,普通股,金融保險業,金融保險類,上市 (TWSE)
8047,星雲,普通股,居家生活,傳統產業類,上櫃 (TPEx)
8048,德勝,普通股,其他電子業,電子科技類,上櫃 (TPEx)
8049,晶采,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
8050,廣積,普通股,電子通路業,電子科技類,上櫃 (TPEx)
8054,安國,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8058,耐特,普通股,居家生活,傳統產業類,興櫃 (ESM)
8059,凱碩,普通股,其他電子業,電子科技類,上櫃 (TPEx)
8064,東捷,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
8066,來思達,普通股,未分類,其他/未分類,上櫃 (TPEx)
8067,志旭,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
8068,全達,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
8069,元太,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
8070,長華*,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
8071,能率網通,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8072,陞泰,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
8074,鉅橡,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8076,伍豐,普通股,電子通路業,電子科技類,上櫃 (TPEx)
8077,洛碁,普通股,油電燃氣業,傳統產業類,上櫃 (TPEx)
8080,泰霖,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
8081,致新,普通股,電子零組件業,電子科技類,上市 (TWSE)
8083,瑞穎,普通股,電機機械,傳統產業類,上櫃 (TPEx)
8084,巨虹,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
8085,福華,普通股,居家生活,傳統產業類,上櫃 (TPEx)
8086,宏捷科,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8087,麗升能源,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
8088,品安,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8089,康全電訊,普通股,其他電子業,電子科技類,上櫃 (TPEx)
8091,翔名,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8092,建暐,普通股,居家生活,傳統產業類,上櫃 (TPEx)
8093,保銳,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8096,擎亞,普通股,貿易百貨業,傳統產業類,上櫃 (TPEx)
8097,常珵,普通股,其他電子業,電子科技類,上櫃 (TPEx)
8098,慶康科技,普通股,電子零組件業,電子科技類,興櫃 (ESM)
8099,大世科,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
8101,華冠,普通股,其他電子業,電子科技類,上市 (TWSE)
8102,傑霖科技,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8103,瀚荃,普通股,金融保險業,金融保險類,上市 (TWSE)
8104,錸寶,普通股,資訊服務業,電子科技類,上市 (TWSE)
8105,凌巨,普通股,資訊服務業,電子科技類,上市 (TWSE)
8107,大億金茂,普通股,電機機械,傳統產業類,上櫃 (TPEx)
8109,博大,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8110,華東,普通股,電子零組件業,電子科技類,上市 (TWSE)
8111,立碁,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
8112,至上,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
8114,振樺電,普通股,電子通路業,電子科技類,上市 (TWSE)
8119,公信,普通股,電子通路業,電子科技類,興櫃 (ESM)
8121,越峰,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8131,福懋科,普通股,電子零組件業,電子科技類,上市 (TWSE)
8147,正淩,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8150,南茂,普通股,電子零組件業,電子科技類,上市 (TWSE)
8155,博智,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8162,微矽電子-創,普通股,電子零組件業,電子科技類,上市 (TWSE)
8163,達方,普通股,電子通路業,電子科技類,上市 (TWSE)
8171,天宇,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
8176,智捷,普通股,其他電子業,電子科技類,上櫃 (TPEx)
8182,加高,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8183,精星,普通股,居家生活,傳統產業類,上櫃 (TPEx)
8201,無敵,普通股,居家生活,傳統產業類,上市 (TWSE)
8210,勤誠,普通股,電子通路業,電子科技類,上市 (TWSE)
8213,志超,普通股,金融保險業,金融保險類,上市 (TWSE)
8215,明基材,普通股,資訊服務業,電子科技類,上市 (TWSE)
8222,寶一,普通股,電機機械,傳統產業類,上市 (TWSE)
8227,巨有科技,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8234,新漢,普通股,電子通路業,電子科技類,上櫃 (TPEx)
8240,華宏,普通股,資訊服務業,電子科技類,上櫃 (TPEx)
8249,菱光,普通股,金融保險業,金融保險類,上市 (TWSE)
8255,朋程,普通股,電機機械,傳統產業類,上櫃 (TPEx)
8261,富鼎,普通股,電子零組件業,電子科技類,上市 (TWSE)
8271,宇瞻,普通股,電子零組件業,電子科技類,上市 (TWSE)
8272,全景軟體,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
8277,商丞,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8279,生展,普通股,光電業,電子科技類,上櫃 (TPEx)
8284,三竹,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
8289,泰藝,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8291,尚茂,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8298,威睿,普通股,運動休閒,傳統產業類,興櫃 (ESM)
8299,群聯,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8329,台視,普通股,綜合,傳統產業類,興櫃 (ESM)
8341,日友,普通股,綠能環保,政策綠能類,上市 (TWSE)
8342,益張,普通股,半導體業,電子科技類,上櫃 (TPEx)
8345,超秦,普通股,其他業,傳統產業類,興櫃 (ESM)
8349,恒耀國際,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
8354,冠好,普通股,半導體業,電子科技類,上櫃 (TPEx)
8358,金居,普通股,金融保險業,金融保險類,上櫃 (TPEx)
8359,錢櫃,普通股,油電燃氣業,傳統產業類,興櫃 (ESM)
8367,建新國際,普通股,貿易百貨業,傳統產業類,上市 (TWSE)
8374,羅昇,普通股,電機機械,傳統產業類,上市 (TWSE)
8383,千附,普通股,電子零組件業,電子科技類,上櫃 (TPEx)
8390,金益鼎,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
8401,白紗科,普通股,半導體業,電子科技類,上櫃 (TPEx)
8403,盛弘,普通股,光電業,電子科技類,上櫃 (TPEx)
8404,百和興業-KY,普通股,半導體業,電子科技類,上市 (TWSE)
8409,商之器,普通股,光電業,電子科技類,上櫃 (TPEx)
8410,森田,普通股,電子通路業,電子科技類,上櫃 (TPEx)
8411,福貞-KY,普通股,半導體業,電子科技類,上市 (TWSE)
8415,大國鋼,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
8416,實威,普通股,運動休閒,傳統產業類,上櫃 (TPEx)
8421,旭源,普通股,半導體業,電子科技類,上櫃 (TPEx)
8422,可寧衛*,普通股,綠能環保,政策綠能類,上市 (TWSE)
8423,保綠-KY,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
8424,惠普,普通股,觀光餐旅,傳統產業類,上櫃 (TPEx)
8426,紅木-KY,普通股,半導體業,電子科技類,上櫃 (TPEx)
8429,金麗-KY,普通股,生技醫療業,生技醫療類,上市 (TWSE)
8431,匯鑽科,普通股,居家生活,傳統產業類,上櫃 (TPEx)
8432,東生華,普通股,光電業,電子科技類,上櫃 (TPEx)
8433,弘帆,普通股,未分類,其他/未分類,上櫃 (TPEx)
8435,鉅邁,普通股,半導體業,電子科技類,上櫃 (TPEx)
8436,大江,普通股,光電業,電子科技類,上櫃 (TPEx)
8437,大地-KY,普通股,半導體業,電子科技類,上櫃 (TPEx)
8438,昶昕,普通股,綠能環保,政策綠能類,上市 (TWSE)
8440,綠電,普通股,綠能環保,政策綠能類,上櫃 (TPEx)
8442,威宏-KY,普通股,半導體業,電子科技類,上市 (TWSE)
8443,阿瘦,普通股,生技醫療業,生技醫療類,上市 (TWSE)
8444,綠河-KY,普通股,半導體業,電子科技類,上櫃 (TPEx)
8446,華研,普通股,綜合,傳統產業類,上櫃 (TPEx)
8450,霹靂,普通股,綜合,傳統產業類,上櫃 (TPEx)
8454,富邦媒,普通股,未分類,其他/未分類,上市 (TWSE)
8455,大拓-KY,普通股,居家生活,傳統產業類,上櫃 (TPEx)
8458,影一,普通股,綜合,傳統產業類,興櫃 (ESM)
8462,柏文,普通股,未分類,其他/未分類,上市 (TWSE)
8463,潤泰材,普通股,半導體業,電子科技類,上市 (TWSE)
8464,億豐,普通股,未分類,其他/未分類,上市 (TWSE)
8466,美吉吉-KY,普通股,半導體業,電子科技類,上市 (TWSE)
8467,波力-KY,普通股,未分類,其他/未分類,上市 (TWSE)
8472,夠麻吉,普通股,未分類,其他/未分類,上櫃 (TPEx)
8473,山林水,普通股,綠能環保,政策綠能類,上市 (TWSE)
8476,台境*,普通股,綠能環保,政策綠能類,上市 (TWSE)
8477,創業家,普通股,未分類,其他/未分類,上櫃 (TPEx)
8478,東哥遊艇,普通股,未分類,其他/未分類,上市 (TWSE)
8481,政伸,普通股,半導體業,電子科技類,上市 (TWSE)
8482,商億-KY,普通股,未分類,其他/未分類,上市 (TWSE)
8487,愛爾達-創,普通股,未分類,其他/未分類,上市 (TWSE)
8488,吉源-KY,普通股,半導體業,電子科技類,上市 (TWSE)
8489,三貝德,普通股,半導體業,電子科技類,上櫃 (TPEx)
8499,鼎炫-KY,普通股,居家生活,傳統產業類,上市 (TWSE)
8905,裕國,普通股,半導體業,電子科技類,上櫃 (TPEx)
8906,花王,普通股,半導體業,電子科技類,上櫃 (TPEx)
8908,欣雄,普通股,通信網路業,電子科技類,上櫃 (TPEx)
8916,光隆,普通股,半導體業,電子科技類,上櫃 (TPEx)
8917,欣泰,普通股,通信網路業,電子科技類,上櫃 (TPEx)
8921,沈氏,普通股,半導體業,電子科技類,上櫃 (TPEx)
8923,時報,普通股,綜合,傳統產業類,上櫃 (TPEx)
8924,大田,普通股,未分類,其他/未分類,上櫃 (TPEx)
8926,台汽電,普通股,通信網路業,電子科技類,上市 (TWSE)
8927,北基,普通股,通信網路業,電子科技類,上櫃 (TPEx)
8928,鉅明,普通股,未分類,其他/未分類,上櫃 (TPEx)
8929,富堡,普通股,半導體業,電子科技類,上櫃 (TPEx)
8930,青鋼,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
8931,大汽電,普通股,通信網路業,電子科技類,上櫃 (TPEx)
8932,智通*,普通股,未分類,其他/未分類,上櫃 (TPEx)
8933,愛地雅,普通股,未分類,其他/未分類,上櫃 (TPEx)
8935,邦泰,普通股,半導體業,電子科技類,上櫃 (TPEx)
8936,國統,普通股,半導體業,電子科技類,上櫃 (TPEx)
8937,合騏*,普通股,半導體業,電子科技類,上櫃 (TPEx)
8938,明安,普通股,未分類,其他/未分類,上櫃 (TPEx)
8940,新天地,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
8941,關中,普通股,未分類,其他/未分類,上櫃 (TPEx)
8942,森鉅,普通股,半導體業,電子科技類,上櫃 (TPEx)
8996,高力,普通股,電機機械,傳統產業類,上市 (TWSE)
8999,台灣積層,普通股,半導體業,電子科技類,興櫃 (ESM)
9103,美德醫療-DR,普通股,未分類,其他/未分類,上市 (TWSE)
9105,泰金寶-DR,普通股,未分類,其他/未分類,上市 (TWSE)
9110,越南控-DR,普通股,未分類,其他/未分類,上市 (TWSE)
9136,巨騰-DR,普通股,未分類,其他/未分類,上市 (TWSE)
9802,鈺齊-KY,普通股,未分類,其他/未分類,上市 (TWSE)
9902,台火,普通股,半導體業,電子科技類,上市 (TWSE)
9904,寶成,普通股,未分類,其他/未分類,上市 (TWSE)
9905,大華,普通股,半導體業,電子科技類,上市 (TWSE)
9906,欣巴巴,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
9907,統一實,普通股,半導體業,電子科技類,上市 (TWSE)
9908,大台北,普通股,通信網路業,電子科技類,上市 (TWSE)
9910,豐泰,普通股,未分類,其他/未分類,上市 (TWSE)
9911,櫻花,普通股,未分類,其他/未分類,上市 (TWSE)
9912,偉聯,普通股,電子通路業,電子科技類,上市 (TWSE)
9914,美利達,普通股,未分類,其他/未分類,上市 (TWSE)
9917,中保科,普通股,半導體業,電子科技類,上市 (TWSE)
9918,欣天然,普通股,通信網路業,電子科技類,上市 (TWSE)
9919,康那香,普通股,半導體業,電子科技類,上市 (TWSE)
9921,巨大,普通股,未分類,其他/未分類,上市 (TWSE)
9924,福興,普通股,未分類,其他/未分類,上市 (TWSE)
9925,新保,普通股,半導體業,電子科技類,上市 (TWSE)
9926,新海,普通股,通信網路業,電子科技類,上市 (TWSE)
9927,泰銘,普通股,半導體業,電子科技類,上市 (TWSE)
9928,中視,普通股,半導體業,電子科技類,上市 (TWSE)
9929,秋雨,普通股,半導體業,電子科技類,上市 (TWSE)
9930,中聯資源,普通股,綠能環保,政策綠能類,上市 (TWSE)
9931,欣高,普通股,通信網路業,電子科技類,上市 (TWSE)
9933,中鼎,普通股,半導體業,電子科技類,上市 (TWSE)
9934,成霖,普通股,未分類,其他/未分類,上市 (TWSE)
9935,慶豐富,普通股,未分類,其他/未分類,上市 (TWSE)
9937,全國,普通股,通信網路業,電子科技類,上市 (TWSE)
9938,百和,普通股,半導體業,電子科技類,上市 (TWSE)
9939,宏全,普通股,半導體業,電子科技類,上市 (TWSE)
9940,信義,普通股,半導體業,電子科技類,上市 (TWSE)
9941,裕融,普通股,半導體業,電子科技類,上市 (TWSE)
9942,茂順,普通股,半導體業,電子科技類,上市 (TWSE)
9943,好樂迪,普通股,油電燃氣業,傳統產業類,上市 (TWSE)
9944,新麗,普通股,半導體業,電子科技類,上市 (TWSE)
9945,潤泰新,普通股,半導體業,電子科技類,上市 (TWSE)
9946,三發地產,普通股,觀光餐旅,傳統產業類,上市 (TWSE)
9949,琉園,普通股,綜合,傳統產業類,上櫃 (TPEx)
9950,萬國通,普通股,塑膠工業,傳統產業類,上櫃 (TPEx)
9951,皇田,普通股,電機機械,傳統產業類,上櫃 (TPEx)
9955,佳龍,普通股,綠能環保,政策綠能類,上市 (TWSE)
9957,燁聯,普通股,橡膠工業,傳統產業類,興櫃 (ESM)
9958,世紀鋼,普通股,橡膠工業,傳統產業類,上市 (TWSE)
9960,邁達康,普通股,未分類,其他/未分類,上櫃 (TPEx)
9962,有益,普通股,橡膠工業,傳統產業類,上櫃 (TPEx)
910322,康師傅-DR,普通股,未分類,其他/未分類,上市 (TWSE)
910861,神州-DR,普通股,未分類,其他/未分類,上市 (TWSE)
911608,明輝-DR,普通股,未分類,其他/未分類,上市 (TWSE)
911622,泰聚亨-DR,普通股,未分類,其他/未分類,上市 (TWSE)
911868,同方友友-DR,普通股,未分類,其他/未分類,上市 (TWSE)
912000,晨訊科-DR,普通股,未分類,其他/未分類,上市 (TWSE)
